Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
project-1-team-8,com.sismics.reader.core.event,ArticleCreatedAsyncEvent,toString,Long Statement,The length of the statement "return Objects.toStringHelper(this).add("articles"`(articleList != null ? articleList.size() : "0") + " articles").toString();" is 126.,37
project-1-team-8,com.sismics.reader.core.event,ArticleUpdatedAsyncEvent,toString,Long Statement,The length of the statement "return Objects.toStringHelper(this).add("articles"`(articleList != null ? articleList.size() : "0") + " articles").toString();" is 126.,37
project-1-team-8,com.sismics.reader.core.event,ArticleDeletedAsyncEvent,toString,Long Statement,The length of the statement "return Objects.toStringHelper(this).add("articles"`(articleList != null ? articleList.size() : "0") + " articles").toString();" is 126.,37
project-1-team-8,com.sismics.reader.core.dao.lucene,ArticleDao,search,Long Statement,The length of the statement "PostingsHighlighter highlighter=new PostingsHighlighter(1000000`BreakIterator.getSentenceInstance(Locale.ROOT)`new PassageScorer()`new PassageFormatter(){" is 154.,102
project-1-team-8,com.sismics.reader.core.dao.lucene,ArticleDao,search,Long Statement,The length of the statement "Map<String`String[]> highlights=highlighter.highlightFields(new String[]{"title"`"description"}`query`searcher`topDocs`3);" is 122.,102
project-1-team-8,com.sismics.reader.core.dao.lucene,ArticleDao,search,Magic Number,The method contains a magic number: 100000,102
project-1-team-8,com.sismics.reader.core.dao.lucene,ArticleDao,search,Magic Number,The method contains a magic number: 20,102
project-1-team-8,com.sismics.reader.core.dao.lucene,ArticleDao,search,Magic Number,The method contains a magic number: 1000000,102
project-1-team-8,com.sismics.reader.core.dao.lucene,ArticleDao,search,Magic Number,The method contains a magic number: 3,102
project-1-team-8,com.sismics.reader.core.dao.file.opml,OpmlReader,startElement,Complex Conditional,The conditional expression (currentElement == Element.BODY || currentElement == Element.OUTLINE) && "outline".equalsIgnoreCase(localName) is complex.,80
project-1-team-8,com.sismics.reader.core.dao.file.opml,OpmlReader,startElement,Complex Conditional,The conditional expression StringUtils.isBlank(outline.getType()) || "folder".equals(outline.getType()) || "rss".equals(outline.getType()) is complex.,80
project-1-team-8,com.sismics.reader.core.dao.file.opml,OpmlReader,startElement,Long Statement,The length of the statement "else if ((currentElement == Element.BODY || currentElement == Element.OUTLINE) && "outline".equalsIgnoreCase(localName)) {" is 122.,80
project-1-team-8,com.sismics.reader.core.dao.file.opml,TestOpmlReader,googleOpmlReaderTest,Long Statement,The length of the statement "assertEquals("http://pipes.yahoo.com/pipes/pipe.run?_id=1009ffe75092cb1845efb5cb901c2886&_render=rss"`outline.getXmlUrl());" is 123.,18
project-1-team-8,com.sismics.reader.core.dao.file.opml,TestOpmlReader,googleOpmlReaderTest,Magic Number,The method contains a magic number: 3,18
project-1-team-8,com.sismics.reader.core.dao.file.opml,TestOpmlReader,googleOpmlReaderTest,Magic Number,The method contains a magic number: 2,18
project-1-team-8,com.sismics.reader.core.dao.file.opml,TestOpmlReader,googleOpmlReaderTest,Magic Number,The method contains a magic number: 3,18
project-1-team-8,com.sismics.reader.core.dao.file.opml,TestOpmlReader,googleOpmlReaderTest,Magic Number,The method contains a magic number: 2,18
project-1-team-8,com.sismics.reader.core.dao.file.opml,TestOpmlReader,lifereaOpmlReaderTest,Magic Number,The method contains a magic number: 6,60
project-1-team-8,com.sismics.reader.core.dao.file.opml,TestOpmlReader,lifereaOpmlReaderTest,Magic Number,The method contains a magic number: 6,60
project-1-team-8,com.sismics.reader.core.dao.file.opml,TestOpmlReader,ttrssOpmlReaderTest,Magic Number,The method contains a magic number: 8,96
project-1-team-8,com.sismics.reader.core.dao.file.opml,TestOpmlReader,ttrssOpmlReaderTest,Magic Number,The method contains a magic number: 2,96
project-1-team-8,com.sismics.reader.core.dao.file.opml,TestOpmlReader,ttrssOpmlReaderTest,Magic Number,The method contains a magic number: 7,96
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Complex Conditional,The conditional expression (header[0] == (byte)0xEF) && (header[1] == (byte)0xBB) && (header[2] == (byte)0xBF) is complex.,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Complex Conditional,The conditional expression (header[0] == (byte)0x00) && (header[1] == (byte)0x00) && (header[2] == (byte)0xFE)&& (header[3] == (byte)0xFF) is complex.,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Complex Conditional,The conditional expression (header[0] == (byte)0xFF) && (header[1] == (byte)0xFE) && (header[2] == (byte)0x00)&& (header[3] == (byte)0x00) is complex.,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Complex Method,Cyclomatic complexity of the method is 9,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Empty catch clause,The method has an empty catch block.,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Long Statement,The length of the statement "else if ((header[0] == (byte)0x00) && (header[1] == (byte)0x00) && (header[2] == (byte)0xFE)&& (header[3] == (byte)0xFF)) {" is 123.,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Long Statement,The length of the statement "else if ((header[0] == (byte)0xFF) && (header[1] == (byte)0xFE) && (header[2] == (byte)0x00)&& (header[3] == (byte)0x00)) {" is 123.,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 0xEF,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 0xBB,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 2,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 0xBF,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 3,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 0xFE,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 0xFF,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 2,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 0xFF,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 0xFE,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 2,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 2,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 0xFE,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 3,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 0xFF,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 4,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 0xFF,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 0xFE,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 2,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 3,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,XmlReader,XmlReader,Magic Number,The method contains a magic number: 4,47
project-1-team-8,com.sismics.reader.core.dao.file.rss,RssReader,readRssFeed,Empty catch clause,The method has an empty catch block.,204
project-1-team-8,com.sismics.reader.core.dao.file.rss,RssReader,handleEnclosure,Empty catch clause,The method has an empty catch block.,395
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderGizmodoTest,Magic Number,The method contains a magic number: 25,19
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderApodTest,Magic Number,The method contains a magic number: 7,42
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderKorbenTest,Magic Number,The method contains a magic number: 30,65
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderKorbenTest,Magic Number,The method contains a magic number: 4,65
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderKorbenTest,Magic Number,The method contains a magic number: 14,65
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderKorbenTest,Magic Number,The method contains a magic number: 7172109,65
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,atomReaderPloumTest,Magic Number,The method contains a magic number: 10,97
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,atomReaderPloumTest,Magic Number,The method contains a magic number: 8,97
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderRottenTomatoesTest,Magic Number,The method contains a magic number: 20,120
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderXkcdTest,Magic Number,The method contains a magic number: 4,143
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,atomReaderXkcdTest,Magic Number,The method contains a magic number: 4,166
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,atomReaderWhatifTest,Magic Number,The method contains a magic number: 3,189
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderSpaceTest,Magic Number,The method contains a magic number: 50,203
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderEsaTest,Magic Number,The method contains a magic number: 18,226
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderEsaTest,Magic Number,The method contains a magic number: 12,226
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderLemessagerTest,Long Statement,The length of the statement "assertEquals("http://www.lemessager.fr/Actualite/Genevois/2013/12/18/article_l_annemassienne_dana_brille_a_la_nouvell.shtml"`article.getUrl());" is 143.,251
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderLemessagerTest,Magic Number,The method contains a magic number: 10,251
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderLemessagerTest,Magic Number,The method contains a magic number: 2,251
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,atomReaderMakikoTest,Long Statement,The length of the statement "assertEquals("http://www.blogger.com/comment.g?blogID=9184161806327478331&postID=186540250833288646"`article.getCommentUrl());" is 126.,275
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,atomReaderMakikoTest,Magic Number,The method contains a magic number: 25,275
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,atomReaderMarijnhaverbekeTest,Magic Number,The method contains a magic number: 26,295
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderPloumTest,Magic Number,The method contains a magic number: 10,316
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderPloumTest,Magic Number,The method contains a magic number: 4,316
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderDeveloperWorksTest,Magic Number,The method contains a magic number: 100,339
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderSpaceDailyTest,Magic Number,The method contains a magic number: 15,362
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderDeveloppezTest,Long Statement,The length of the statement "assertEquals("Quel navigateur Web recommandez-vous en 2013 ? Participez au débat sur le meilleur navigateur grand public"`article.getTitle());" is 142.,384
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderDeveloppezTest,Long Statement,The length of the statement "assertEquals("http://web.developpez.com/actu/56767/Quel-navigateur-Web-recommandez-vous-en-2013-Participez-au-debat-sur-le-meilleur-navigateur-grand-public/"`article.getUrl());" is 176.,384
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderDeveloppezTest,Long Statement,The length of the statement "assertEquals("http://web.developpez.com/actu/56767/Quel-navigateur-Web-recommandez-vous-en-2013-Participez-au-debat-sur-le-meilleur-navigateur-grand-public/"`article.getGuid());" is 177.,384
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderDeveloppezTest,Long Statement,The length of the statement "assertTrue(article.getDescription().contains("Depuis` les choses ont encore beaucoup évolué et nous aimerions connaitre votre avis actuel"));" is 141.,384
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderDeveloppezTest,Magic Number,The method contains a magic number: 20,384
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderHaverbekeTest,Magic Number,The method contains a magic number: 26,406
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderSlackwareTest,Magic Number,The method contains a magic number: 17,427
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderSlackwareTest,Magic Number,The method contains a magic number: 7,427
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderMalikiTest,Magic Number,The method contains a magic number: 20,450
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderNovaTest,Magic Number,The method contains a magic number: 35,473
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rdfReaderAutostripTest,Magic Number,The method contains a magic number: 10,492
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rdfReaderLxerTest,Magic Number,The method contains a magic number: 20,513
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rdfReaderMeisalamTest,Magic Number,The method contains a magic number: 5,534
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rdfReaderOatmealTest,Magic Number,The method contains a magic number: 9,555
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderIboxTest,Magic Number,The method contains a magic number: 20,576
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderBysmeTest,Magic Number,The method contains a magic number: 30,597
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderNasaTest,Long Statement,The length of the statement "assertEquals("http://www.nasa.gov/press-release/nasa-signs-agreement-with-space-florida-to-operate-historic-landing-facility-0"`article.getUrl());" is 146.,614
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderNasaTest,Long Statement,The length of the statement "assertEquals("http://www.nasa.gov/press-release/nasa-signs-agreement-with-space-florida-to-operate-historic-landing-facility-0"`article.getGuid());" is 147.,614
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderNasaTest,Long Statement,The length of the statement "assertEquals("A new agreement marks another step in the transformation of NASA’s Kennedy Space Center in Florida to a multi-user spaceport. NASA’s historic Shuttle Landing Facility` the site of one of the longest runways in the world` has a new operator."`article.getDescription());" is 282.,614
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderNasaTest,Magic Number,The method contains a magic number: 10,614
project-1-team-8,com.sismics.reader.core.dao.file.json,StarredReader,read,Complex Method,Cyclomatic complexity of the method is 11,73
project-1-team-8,com.sismics.reader.core.dao.file.json,StarredReader,read,Magic Number,The method contains a magic number: 1000,73
project-1-team-8,com.sismics.reader.core.dao.file.json,TestStarredReader,starredReaderTest,Magic Number,The method contains a magic number: 3,31
project-1-team-8,com.sismics.reader.core.dao.file.json,TestStarredReader,starredReaderTest,Magic Number,The method contains a magic number: 3,31
project-1-team-8,com.sismics.reader.core.dao.file.json,TestStarredReader,starredReaderTest,Magic Number,The method contains a magic number: 2,31
project-1-team-8,com.sismics.reader.core.dao.file.html,FaviconDownloader,downloadFaviconFromPage,Long Statement,The length of the statement "final List<String> filenameList=ImmutableList.of("favicon.png"`"favicon.gif"`"favicon.ico"`"favicon.jpg"`"favicon.jpeg");" is 121.,45
project-1-team-8,com.sismics.reader.core.dao.file.html,FaviconDownloader,downloadFaviconFromPage,Long Statement,The length of the statement "log.info(MessageFormat.format("Cannot find a valid favicon for feed {0} at page {1} or at the domain root"`fileName`pageUrl));" is 126.,45
project-1-team-8,com.sismics.reader.core.dao.file.html,FaviconDownloader,downloadFavicon,Empty catch clause,The method has an empty catch block.,119
project-1-team-8,com.sismics.reader.core.dao.file.html,FaviconDownloader,downloadFavicon,Magic Number,The method contains a magic number: 2000,119
project-1-team-8,com.sismics.reader.core.dao.file.html,FaviconDownloader,process,Empty catch clause,The method has an empty catch block.,132
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractKorbenTest,Magic Number,The method contains a magic number: 4,15
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractKorbenTest,Magic Number,The method contains a magic number: 2,15
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractKorbenTest,Magic Number,The method contains a magic number: 3,15
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractXkcdTest,Magic Number,The method contains a magic number: 2,28
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractPloumTest,Magic Number,The method contains a magic number: 2,46
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractMakiko,Magic Number,The method contains a magic number: 2,56
project-1-team-8,com.sismics.reader.core.dao.file.html,TestFaviconDownloader,faviconDownloaderDoubleFineTest,Long Statement,The length of the statement "String filename=downloader.downloadFaviconFromPage("/projects/doublefine/double-fine-adventure/posts"`tempDir`"favicon");" is 121.,78
project-1-team-8,com.sismics.reader.core.dao.file.html,TestFaviconDownloader,faviconDownloaderDoubleFineTest,Long Statement,The length of the statement "filename=downloader.downloadFaviconFromPage("https://www.kickstarter.com/projects/66710809/double-fine-adventure/posts.atom"`tempDir`"favicon");" is 144.,78
project-1-team-8,com.sismics.reader.core.dao.jpa,JobDao,getQueryParam,Long Statement,The length of the statement "StringBuilder sb=new StringBuilder("select j.JOB_ID_C as id` j.JOB_NAME_C` j.JOB_IDUSER_C` j.JOB_CREATEDATE_D` j.JOB_STARTDATE_D` j.JOB_ENDDATE_D").append(" from T_JOB j ");" is 173.,25
project-1-team-8,com.sismics.reader.core.dao.jpa,RoleBaseFunctionDao,findByRoleId,Long Statement,The length of the statement "StringBuilder sb=new StringBuilder("select rbf.RBF_IDBASEFUNCTION_C from T_ROLE_BASE_FUNCTION rbf` T_ROLE r").append(" where rbf.RBF_IDROLE_C = :roleId and rbf.RBF_DELETEDATE_D is null").append(" and r.ROL_ID_C = rbf.RBF_IDROLE_C and r.ROL_DELETEDATE_D is null");" is 263.,16
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSynchronizationDao,deleteOldFeedSynchronization,Long Statement,The length of the statement "em.createNativeQuery("delete from T_FEED_SYNCHRONIZATION fs where FSY_IDFEED_C = :feedId and FSY_CREATEDATE_D < " + DialectUtil.getDateDiff("NOW()"`String.valueOf(minutes)`"MINUTE")).setParameter("feedId"`feedId).executeUpdate();" is 229.,36
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSynchronizationDao,findByFeedId,Long Statement,The length of the statement "return em.createQuery("select fs from FeedSynchronization fs where fs.feedId = :feedId order by fs.createDate desc").setParameter("feedId"`feedId).getResultList();" is 163.,50
project-1-team-8,com.sismics.reader.core.dao.jpa,ArticleDao,getQueryParam,Long Statement,The length of the statement "StringBuilder sb=new StringBuilder("select a.ART_ID_C` a.ART_URL_C` a.ART_GUID_C` a.ART_TITLE_C` a.ART_CREATOR_C` a.ART_DESCRIPTION_C` a.ART_COMMENTURL_C` a.ART_COMMENTCOUNT_N` a.ART_ENCLOSUREURL_C` a.ART_ENCLOSURELENGTH_N` a.ART_ENCLOSURETYPE_C` a.ART_PUBLICATIONDATE_D` a.ART_CREATEDATE_D` a.ART_IDFEED_C ").append(" from T_ARTICLE a ");" is 339.,25
project-1-team-8,com.sismics.reader.core.dao.jpa,ArticleDao,create,Long Statement,The length of the statement "Query q=em.createNativeQuery("insert into T_ARTICLE(ART_ID_C` ART_IDFEED_C` ART_URL_C` ART_BASEURI_C` ART_GUID_C` ART_TITLE_C` ART_CREATOR_C` ART_DESCRIPTION_C` ART_COMMENTURL_C` ART_COMMENTCOUNT_N` ART_ENCLOSUREURL_C` ART_ENCLOSURELENGTH_N` ART_ENCLOSURETYPE_C` ART_PUBLICATIONDATE_D` ART_CREATEDATE_D)" + " values (:id` :feedId` :url` :baseUri` :guid` :title` :creator` :description` :commentUrl` " + DialectUtil.getNullParameter(":commentCount"`article.getCommentCount()) + "` :enclosureUrl` "+ DialectUtil.getNullParameter(":enclosureLength"`article.getEnclosureLength())+ "` :enclosureType` :publicationDate` :createDate)").setParameter("id"`article.getId()).setParameter("feedId"`article.getFeedId()).setParameter("url"`article.getUrl()).setParameter("baseUri"`article.getBaseUri()).setParameter("guid"`article.getGuid()).setParameter("title"`article.getTitle()).setParameter("creator"`article.getCreator()).setParameter("description"`article.getDescription()).setParameter("commentUrl"`article.getCommentUrl()).setParameter("enclosureUrl"`article.getEnclosureUrl()).setParameter("enclosureType"`article.getEnclosureType()).setParameter("publicationDate"`article.getPublicationDate()).setParameter("createDate"`article.getCreateDate());" is 1242.,65
project-1-team-8,com.sismics.reader.core.dao.jpa,ArticleDao,update,Long Statement,The length of the statement "Query q=em.createNativeQuery("update T_ARTICLE set" + " ART_URL_C = :url`" + " ART_TITLE_C = :title`"+ " ART_CREATOR_C = :creator`"+ " ART_DESCRIPTION_C = :description`"+ " ART_COMMENTURL_C = :commentUrl`"+ " ART_COMMENTCOUNT_N = " + DialectUtil.getNullParameter(":commentCount"`article.getCommentCount()) + "`"+ " ART_ENCLOSUREURL_C = :enclosureUrl`"+ " ART_ENCLOSURELENGTH_N = "+ DialectUtil.getNullParameter(":enclosureLength"`article.getEnclosureLength())+ "`"+ " ART_ENCLOSURETYPE_C = :enclosureType"+ " where ART_ID_C = :id and ART_DELETEDATE_D is null").setParameter("url"`article.getUrl()).setParameter("title"`article.getTitle()).setParameter("creator"`article.getCreator()).setParameter("description"`article.getDescription()).setParameter("commentUrl"`article.getCommentUrl()).setParameter("enclosureUrl"`article.getEnclosureUrl()).setParameter("enclosureType"`article.getEnclosureType()).setParameter("id"`article.getId());" is 935.,104
project-1-team-8,com.sismics.reader.core.dao.jpa,ArticleDao,delete,Long Statement,The length of the statement "em.createNativeQuery("update T_ARTICLE set ART_DELETEDATE_D = :deleteDate where ART_ID_C = :id and ART_DELETEDATE_D is null").setParameter("deleteDate"`deleteDate).setParameter("id"`id).executeUpdate();" is 202.,155
project-1-team-8,com.sismics.reader.core.dao.jpa,ArticleDao,delete,Long Statement,The length of the statement "em.createNativeQuery("update T_USER_ARTICLE set USA_DELETEDATE_D = :deleteDate where USA_IDARTICLE_C = :articleId and USA_DELETEDATE_D is null").setParameter("deleteDate"`deleteDate).setParameter("articleId"`id).executeUpdate();" is 228.,155
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,getQueryParam,Long Statement,The length of the statement "StringBuilder sb=new StringBuilder("select u.USE_ID_C as c0` u.USE_USERNAME_C as c1` u.USE_EMAIL_C as c2` u.USE_CREATEDATE_D as c3` u.USE_IDLOCALE_C as c4").append(" from T_USER u ");" is 183.,26
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,authenticate,Long Statement,The length of the statement "Query q=em.createQuery("select u from User u where u.username = :username and u.deleteDate is null").setParameter("username"`username);" is 135.,40
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,create,Long Statement,The length of the statement "Query q=em.createQuery("select u from User u where u.username = :username and u.deleteDate is null").setParameter("username"`user.getUsername());" is 145.,62
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,update,Long Statement,The length of the statement "Query q=em.createQuery("select u from User u where u.id = :id and u.deleteDate is null").setParameter("id"`user.getId());" is 121.,89
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,updatePassword,Long Statement,The length of the statement "Query q=em.createQuery("select u from User u where u.id = :id and u.deleteDate is null").setParameter("id"`user.getId());" is 121.,116
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,getActiveByUsername,Long Statement,The length of the statement "Query q=em.createQuery("select u from User u where u.username = :username and u.deleteDate is null").setParameter("username"`username);" is 135.,151
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,getActiveByPasswordResetKey,Long Statement,The length of the statement "Query q=em.createQuery("select u from User u where u.passwordResetKey = :passwordResetKey and u.deleteDate is null").setParameter("passwordResetKey"`passwordResetKey);" is 167.,168
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,delete,Long Statement,The length of the statement "User userFromDb=(User)em.createQuery("select u from User u where u.username = :username and u.deleteDate is null").setParameter("username"`username).getSingleResult();" is 167.,185
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,delete,Long Statement,The length of the statement "em.createQuery("delete from AuthenticationToken at where at.userId = :userId").setParameter("userId"`userFromDb.getId()).executeUpdate();" is 137.,185
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,delete,Long Statement,The length of the statement "em.createQuery("update UserArticle ua set ua.deleteDate = :dateNow where ua.userId = :userId and ua.deleteDate is null").setParameter("userId"`userFromDb.getId()).setParameter("dateNow"`dateNow).executeUpdate();" is 211.,185
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,delete,Long Statement,The length of the statement "em.createQuery("update FeedSubscription fs set fs.deleteDate = :dateNow where fs.userId = :userId and fs.deleteDate is null").setParameter("userId"`userFromDb.getId()).setParameter("dateNow"`dateNow).executeUpdate();" is 216.,185
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,delete,Long Statement,The length of the statement "em.createQuery("update Category c set c.deleteDate = :dateNow where c.userId = :userId and c.deleteDate is null").setParameter("userId"`userFromDb.getId()).setParameter("dateNow"`dateNow).executeUpdate();" is 204.,185
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,getQueryParam,Complex Method,Cyclomatic complexity of the method is 17,25
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,getQueryParam,Long Statement,The length of the statement "StringBuilder sb=new StringBuilder("select ua.USA_ID_C` ua.USA_READDATE_D` ua.USA_STARREDDATE_D` f.FED_TITLE_C` fs.FES_ID_C` fs.FES_TITLE_C` a.ART_ID_C` a.ART_URL_C` a.ART_GUID_C` a.ART_TITLE_C` a.ART_CREATOR_C` a.ART_DESCRIPTION_C` a.ART_COMMENTURL_C` a.ART_COMMENTCOUNT_N` a.ART_ENCLOSUREURL_C` a.ART_ENCLOSURELENGTH_N` a.ART_ENCLOSURETYPE_C` a.ART_PUBLICATIONDATE_D");" is 371.,25
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,getQueryParam,Long Statement,The length of the statement "sb.append(" left join T_USER_ARTICLE ua on(a.ART_ID_C = ua.USA_IDARTICLE_C and ua.USA_IDUSER_C = :userId and ua.USA_DELETEDATE_D is null) ");" is 141.,25
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,getQueryParam,Long Statement,The length of the statement "sb.append(" left join T_FEED_SUBSCRIPTION fs on(fs.FES_IDFEED_C = f.FED_ID_C and fs.FES_IDUSER_C = :userId and fs.FES_DELETEDATE_D is null) ");" is 143.,25
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,getQueryParam,Long Statement,The length of the statement "criteriaList.add("(a.ART_PUBLICATIONDATE_D < :articlePublicationDateMax or " + " a.ART_PUBLICATIONDATE_D = :articlePublicationDateMax and a.ART_ID_C < :articleIdMax" + ")");" is 173.,25
